date,transaction_id,stockcode,product,customer_id,price,quantity
2024-01-02,INV000957,85099C,JUMBO BAG PINK POLKADOT,CUST0072,2.44,1
2024-01-02,INV000957,22099,RETROSPOT CHARACTER LUNCH BAG,CUST0072,8.9,3
2024-01-03,INV000030,84827,MAGNETIC CALENDAR,CUST0136,17.39,1
2024-01-03,INV000030,22423,REGENCY CAKESTAND 3 TIER,CUST0136,5.57,3
2024-01-03,INV000350,84971,PLASTERS IN TIN CIRCUS,CUST0114,17.4,4
2024-01-03,INV000350,22115,FLORAL CHARACTER APRON,CUST0114,9.02,1
2024-01-03,INV000350,22345,CHILDS GARDEN SPADE BLUE,CUST0114,2.4,1
2024-01-03,INV000352,22346,CHILDS GARDEN SPADE PINK,CUST0087,15.36,1
2024-01-03,INV000352,22382,VINTAGE CHRISTMAS BUNTING,CUST0087,14.92,1
2024-01-03,INV000357,22616,WOODEN PLAY KITCHEN SET,CUST0021,21.47,1
2024-01-03,INV000357,22611,WOODEN PLAY VET SET,CUST0021,3.48,4
2024-01-03,INV000357,84879,ASSORTED COLOUR BIRD ORNAMENTS,CUST0021,5.87,1
2024-01-03,INV000394,85049,CHOCOLATE BAR,CUST0037,19.54,2
2024-01-03,INV000415,85050,CHOCOLATE BAR,CUST0173,17.12,1
2024-01-03,INV000415,22868,LUNCH BAG RED RETROSPOT,CUST0173,10.89,1
2024-01-03,INV000420,84406B,CREAM CUPID HEARTS COAT HANGER,CUST0090,19.35,1
2024-01-03,INV000701,22752,SET 7 BABUSHKA NESTING BOXES,CUST0032,5.48,1
2024-01-03,INV000701,22867,LUNCH BAG BLUE RETROSPOT,CUST0032,8.95,1
2024-01-03,INV000701,22749,POPPYS PLAYHOUSE HALL SET,CUST0032,22.59,1
2024-01-03,INV000701,71053,WHITE METAL LANTERN,CUST0032,22.15,1
2024-01-03,INV000701,84406B,CREAM CUPID HEARTS COAT HANGER,CUST0032,19.15,1
2024-01-03,INV000706,22099,RETROSPOT CHARACTER LUNCH BAG,CUST0176,8.42,1
2024-01-03,INV000706,22613,WOODEN PLAY GARDEN SET,CUST0176,16.66,1
2024-01-03,INV000706,85162C,VINTAGE JOKE PASTIES,CUST0176,11.59,5
2024-01-03,INV000900,23087,PACK OF 72 FLORAL CAKE CASES,CUST0197,19.83,1
2024-01-03,INV000907,22636,CHILDRENS CUTLERY SPACEBOY,CUST0135,13.75,4
2024-01-03,INV000907,22625,LUNCH BAG DOLLY GIRL DESIGN,CUST0135,10.89,1
2024-01-03,INV000969,84969,PLASTERS IN TIN SPACEBOY,CUST0125,23.48,1
2024-01-03,INV000969,22381,CHRISTMAS BUNTING,CUST0125,4.33,2
2024-01-03,INV000969,22719,BIRTHDAY CANDLES BLUE,CUST0125,6.74,1
2024-01-03,INV000969,22629,SPACEGIRL LUNCH BOX,CUST0125,7.93,1
2024-01-04,INV000102,22752,SET 7 BABUSHKA NESTING BOXES,CUST0118,5.06,1
2024-01-04,INV000102,22638,CHILDRENS CUTLERY DOLLY GIRL,CUST0118,19.22,1
2024-01-04,INV000102,22618,WOODEN DOLLS HOUSE,CUST0118,6.28,1
2024-01-04,INV000102,84187,RED RETROSPOT MUG,CUST0118,13.29,4
2024-01-04,INV000102,84190,BLUE POLKADOT MUG,CUST0118,14.36,5
2024-01-04,INV000102,22115,FLORAL CHARACTER APRON,CUST0118,8.62,1
2024-01-04,INV000102,85099B,JUMBO BAG RED RETROSPOT,CUST0118,5.9,1
2024-01-04,INV000353,22115,FLORAL CHARACTER APRON,CUST0186,9.52,1
2024-01-04,INV000353,85162B,VINTAGE JOKE PASTIES,CUST0186,11.07,2
2024-01-04,INV000353,84829,MAGNETIC CALENDAR,CUST0186,24.25,1
2024-01-04,INV000372,22720,BIRTHDAY CANDLES PINK,CUST0152,19.14,2
2024-01-04,INV000372,85099B,JUMBO BAG RED RETROSPOT,CUST0152,6.37,1
2024-01-04,INV000372,85162B,VINTAGE JOKE PASTIES,CUST0152,11.05,2
2024-01-04,INV000439,22423,REGENCY CAKESTAND 3 TIER,CUST0005,5.58,5
2024-01-04,INV000439,85048,CHOCOLATE BAR,CUST0005,1.58,1
2024-01-04,INV000439,22622,LUNCH BAG SPACEBOY DESIGN,CUST0005,4.11,1
2024-01-04,INV000512,22096,FLORAL CHARACTER PENCIL CASE,CUST0065,5.78,3
2024-01-04,INV000512,85162B,VINTAGE JOKE PASTIES,CUST0065,10.03,1
2024-01-04,INV000598,22619,WOODEN DOLLS HOUSE FURNITURE,CUST0173,15.52,4
2024-01-04,INV000598,22747,POPPYS PLAYHOUSE KITCHEN SET,CUST0173,2.0,1
2024-01-04,INV000598,84828,MAGNETIC CALENDAR,CUST0173,16.97,3
2024-01-04,INV001000,85123A,WHITE HANGING HEART T-LIGHT HOLDER,CUST0128,10.0,1
2024-01-04,INV001000,22115,FLORAL CHARACTER APRON,CUST0128,9.37,1
2024-01-05,INV000013,22470,WOODEN TOY CAR SET,CUST0036,7.34,1
2024-01-05,INV000013,22720,BIRTHDAY CANDLES PINK,CUST0036,20.82,2
2024-01-05,INV000013,22623,LUNCH BAG SPACEGIRL DESIGN,CUST0036,16.54,1
2024-01-05,INV000151,84826,MAGNETIC CALENDAR,CUST0167,9.95,1
2024-01-05,INV000151,22626,LUNCH BAG WOODY BOY DESIGN,CUST0167,4.67,2
2024-01-05,INV000151,22099,RETROSPOT CHARACTER LUNCH BAG,CUST0167,8.49,1
2024-01-05,INV000151,22639,CHILDRENS CUTLERY WOODY BOY,CUST0167,18.98,2
2024-01-05,INV000160,22624,LUNCH BAG FLOWER DESIGN,CUST0104,2.25,1
2024-01-05,INV000160,22470,WOODEN TOY CAR SET,CUST0104,7.58,3
2024-01-05,INV000160,22099,RETROSPOT CHARACTER LUNCH BAG,CUST0104,8.01,1
2024-01-05,INV000160,22868,LUNCH BAG RED RETROSPOT,CUST0104,10.56,2
2024-01-05,INV000160,85162C,VINTAGE JOKE PASTIES,CUST0104,12.45,1
2024-01-05,INV000322,22381,CHRISTMAS BUNTING,CUST0187,4.64,1
2024-01-05,INV000322,84827,MAGNETIC CALENDAR,CUST0187,19.47,1
2024-01-05,INV000322,84970,PLASTERS IN TIN SPACEGIRL,CUST0187,7.04,1
2024-01-05,INV000376,85162B,VINTAGE JOKE PASTIES,CUST0022,11.05,1
2024-01-05,INV000376,22616,WOODEN PLAY KITCHEN SET,CUST0022,21.21,2
2024-01-05,INV000388,22636,CHILDRENS CUTLERY SPACEBOY,CUST0015,13.1,3
2024-01-05,INV000388,21212,CERAMIC HEART FAIRY CAKE MONEY BOX,CUST0015,6.25,1
2024-01-05,INV000426,22612,WOODEN PLAY DOCTOR SET,CUST0018,23.32,1
2024-01-05,INV000426,22615,WOODEN PLAY SHOP SET,CUST0018,23.31,1
2024-01-05,INV000426,22351,CHILDS GARDEN FORK PINK,CUST0018,2.95,1
2024-01-05,INV000426,22618,WOODEN DOLLS HOUSE,CUST0018,5.67,2
2024-01-05,INV000471,22614,WOODEN PLAY TOOL SET,CUST0198,20.52,1
2024-01-05,INV000471,85162A,VINTAGE JOKE PASTIES,CUST0198,9.04,1
2024-01-05,INV000522,84972,PLASTERS IN TIN STRONG MAN,CUST0079,8.08,3
2024-01-05,INV000556,85048,CHOCOLATE BAR,CUST0133,1.72,1
2024-01-05,INV000750,22748,POPPYS PLAYHOUSE BATHROOM SET,CUST0147,26.44,2
2024-01-05,INV000750,23084,PACK OF 72 RETROSPOT CAKE CASES,CUST0147,3.05,2
2024-01-05,INV000750,22102,FLORAL CHARACTER LUNCH BAG,CUST0147,21.31,3
2024-01-05,INV000782,21212,CERAMIC HEART FAIRY CAKE MONEY BOX,CUST0170,6.87,1
2024-01-05,INV000782,22868,LUNCH BAG RED RETROSPOT,CUST0170,10.61,1
2024-01-05,INV000782,84971,PLASTERS IN TIN CIRCUS,CUST0170,17.85,3
2024-01-06,INV000040,84879,ASSORTED COLOUR BIRD ORNAMENTS,CUST0033,6.04,1
2024-01-06,INV000040,22867,LUNCH BAG BLUE RETROSPOT,CUST0033,8.07,1
2024-01-06,INV000094,22720,BIRTHDAY CANDLES PINK,CUST0074,19.93,1
2024-01-06,INV000237,84971,PLASTERS IN TIN CIRCUS,CUST0114,17.43,1
2024-01-06,INV000237,23085,PACK OF 72 POLKADOT CAKE CASES,CUST0114,10.86,2
2024-01-06,INV000237,22465,ORANGE RETROSPOT MUG,CUST0114,3.69,1
2024-01-06,INV000237,22720,BIRTHDAY CANDLES PINK,CUST0114,20.44,5
2024-01-06,INV000237,84969,PLASTERS IN TIN SPACEBOY,CUST0114,21.06,4
2024-01-06,INV000273,22100,POLKADOT CHARACTER LUNCH BAG,CUST0090,13.67,1
2024-01-06,INV000398,23085,PACK OF 72 POLKADOT CAKE CASES,CUST0106,9.3,1
2024-01-06,INV000398,84971,PLASTERS IN TIN CIRCUS,CUST0106,17.26,1
2024-01-06,INV000589,22099,RETROSPOT CHARACTER LUNCH BAG,CUST0163,8.42,1
2024-01-06,INV000700,22629,SPACEGIRL LUNCH BOX,CUST0058,8.01,2
2024-01-06,INV000700,85051,CHOCOLATE BAR,CUST0058,19.27,2
2024-01-06,INV000700,22627,LUNCH BAG APPLE DESIGN,CUST0058,14.32,1
2024-01-06,INV000700,23085,PACK OF 72 POLKADOT CAKE CASES,CUST0058,9.91,2
2024-01-06,INV000700,22622,LUNCH BAG SPACEBOY DESIGN,CUST0058,4.07,4
2024-01-06,INV000700,22617,WOODEN PLAY FOOD SET,CUST0058,22.6,2
2024-01-06,INV000909,22719,BIRTHDAY CANDLES BLUE,CUST0020,5.95,1
2024-01-06,INV000909,23235,WOODEN STAR FROSTED T-LIGHT HOLDER,CUST0020,23.15,2
2024-01-06,INV000947,22747,POPPYS PLAYHOUSE KITCHEN SET,CUST0093,1.87,3
2024-01-06,INV000947,84972,PLASTERS IN TIN STRONG MAN,CUST0093,8.89,1
2024-01-06,INV000947,22749,POPPYS PLAYHOUSE HALL SET,CUST0093,18.98,1
2024-01-07,INV000071,85050,CHOCOLATE BAR,CUST0044,16.53,2
2024-01-07,INV000071,85049,CHOCOLATE BAR,CUST0044,20.82,2
2024-01-07,INV000197,22114,STRIPE CHARACTER APRON,CUST0189,2.77,1
2024-01-07,INV000197,85048,CHOCOLATE BAR,CUST0189,1.63,2
2024-01-07,INV000384,22616,WOODEN PLAY KITCHEN SET,CUST0036,18.31,1
2024-01-07,INV000384,22470,WOODEN TOY CAR SET,CUST0036,8.41,1
2024-01-07,INV000384,22637,CHILDRENS CUTLERY SPACEGIRL,CUST0036,3.99,4
2024-01-07,INV000401,22749,POPPYS PLAYHOUSE HALL SET,CUST0144,21.78,1
2024-01-07,INV000401,22615,WOODEN PLAY SHOP SET,CUST0144,25.17,2
2024-01-07,INV000401,23086,PACK OF 72 STRIPE CAKE CASES,CUST0144,4.08,5
2024-01-07,INV000597,21978,CHOCOLATE HOT WATER BOTTLE,CUST0001,25.76,1
2024-01-07,INV000597,84971,PLASTERS IN TIN CIRCUS,CUST0001,16.59,2
2024-01-07,INV000788,85162A,VINTAGE JOKE PASTIES,CUST0124,8.84,1
2024-01-07,INV000788,22614,WOODEN PLAY TOOL SET,CUST0124,21.54,1
2024-01-08,INV000115,84406B,CREAM CUPID HEARTS COAT HANGER,CUST0094,18.47,5
2024-01-08,INV000115,22719,BIRTHDAY CANDLES BLUE,CUST0094,6.19,1
2024-01-08,INV000115,22638,CHILDRENS CUTLERY DOLLY GIRL,CUST0094,18.64,3
2024-01-08,INV000164,22636,CHILDRENS CUTLERY SPACEBOY,CUST0147,11.35,1
2024-01-08,INV000164,71053,WHITE METAL LANTERN,CUST0147,22.01,1
2024-01-08,INV000164,84828,MAGNETIC CALENDAR,CUST0147,15.48,1
2024-01-08,INV000173,22611,WOODEN PLAY VET SET,CUST0095,3.65,5
2024-01-08,INV000173,85099B,JUMBO BAG RED RETROSPOT,CUST0095,5.73,1
2024-01-08,INV000173,84970,PLASTERS IN TIN SPACEGIRL,CUST0095,6.9,2
2024-01-08,INV000173,22628,SPACEBOY LUNCH BOX,CUST0095,19.06,1
2024-01-08,INV000173,22622,LUNCH BAG SPACEBOY DESIGN,CUST0095,3.99,1
2024-01-08,INV000173,84190,BLUE POLKADOT MUG,CUST0095,12.85,1
2024-01-08,INV000173,22114,STRIPE CHARACTER APRON,CUST0095,2.91,1
2024-01-08,INV000173,22629,SPACEGIRL LUNCH BOX,CUST0095,8.81,1
2024-01-08,INV000202,84188,BLUE RETROSPOT MUG,CUST0064,19.24,1
2024-01-08,INV000202,22749,POPPYS PLAYHOUSE HALL SET,CUST0064,22.85,1
2024-01-08,INV000202,22748,POPPYS PLAYHOUSE BATHROOM SET,CUST0064,23.88,4
2024-01-08,INV000633,21979,PINK HOT WATER BOTTLE,CUST0182,21.84,3
2024-01-08,INV000633,22629,SPACEGIRL LUNCH BOX,CUST0182,9.14,1
2024-01-08,INV000754,85049,CHOCOLATE BAR,CUST0058,22.19,1
2024-01-08,INV000754,21212,CERAMIC HEART FAIRY CAKE MONEY BOX,CUST0058,6.3,1
2024-01-08,INV000754,22639,CHILDRENS CUTLERY WOODY BOY,CUST0058,20.33,1
2024-01-08,INV000754,22094,POLKADOT CHARACTER PENCIL CASE,CUST0058,23.63,1
2024-01-08,INV000754,84879,ASSORTED COLOUR BIRD ORNAMENTS,CUST0058,5.32,2
2024-01-08,INV000754,22626,LUNCH BAG WOODY BOY DESIGN,CUST0058,4.59,1
2024-01-08,INV000767,22115,FLORAL CHARACTER APRON,CUST0157,8.05,3
2024-01-08,INV000767,22470,WOODEN TOY CAR SET,CUST0157,7.36,1
2024-01-08,INV000767,22749,POPPYS PLAYHOUSE HALL SET,CUST0157,20.7,1
2024-01-08,INV000773,85052,CHOCOLATE BAR,CUST0053,18.55,1
2024-01-08,INV000773,22639,CHILDRENS CUTLERY WOODY BOY,CUST0053,19.61,1
2024-01-08,INV000773,22382,VINTAGE CHRISTMAS BUNTING,CUST0053,15.77,4
2024-01-08,INV000989,23086,PACK OF 72 STRIPE CAKE CASES,CUST0083,4.28,1
2024-01-09,INV000008,23235,WOODEN STAR FROSTED T-LIGHT HOLDER,CUST0077,22.69,1
2024-01-09,INV000008,21212,CERAMIC HEART FAIRY CAKE MONEY BOX,CUST0077,5.9,2
2024-01-09,INV000008,84188,BLUE RETROSPOT MUG,CUST0077,19.29,2
2024-01-09,INV000097,84189,PINK POLKADOT MUG,CUST0132,11.86,1
2024-01-09,INV000097,22868,LUNCH BAG RED RETROSPOT,CUST0132,12.55,2
2024-01-09,INV000329,85162C,VINTAGE JOKE PASTIES,CUST0119,12.98,1
2024-01-09,INV000329,22623,LUNCH BAG SPACEGIRL DESIGN,CUST0119,18.42,1
2024-01-09,INV000329,22381,CHRISTMAS BUNTING,CUST0119,4.96,2
2024-01-09,INV000329,23085,PACK OF 72 POLKADOT CAKE CASES,CUST0119,10.07,1
2024-01-09,INV000329,22720,BIRTHDAY CANDLES PINK,CUST0119,20.5,2
2024-01-09,INV000435,22616,WOODEN PLAY KITCHEN SET,CUST0061,21.39,2
2024-01-09,INV000435,22423,REGENCY CAKESTAND 3 TIER,CUST0061,5.69,2
2024-01-09,INV000435,85052,CHOCOLATE BAR,CUST0061,20.52,1
2024-01-09,INV000663,84189,PINK POLKADOT MUG,CUST0013,12.66,2
2024-01-09,INV000663,22749,POPPYS PLAYHOUSE HALL SET,CUST0013,22.21,1
2024-01-09,INV000663,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,CUST0013,16.52,1
2024-01-09,INV000674,22094,POLKADOT CHARACTER PENCIL CASE,CUST0182,24.61,5
2024-01-09,INV000674,22472,WOODEN TOY BOAT SET,CUST0182,9.19,1
2024-01-09,INV000740,22617,WOODEN PLAY FOOD SET,CUST0131,24.37,2
2024-01-09,INV000740,85052,CHOCOLATE BAR,CUST0131,21.51,1
2024-01-09,INV000740,85162B,VINTAGE JOKE PASTIES,CUST0131,9.74,1
2024-01-09,INV000769,22100,POLKADOT CHARACTER LUNCH BAG,CUST0004,13.75,2
2024-01-09,INV000769,84190,BLUE POLKADOT MUG,CUST0004,13.35,3
2024-01-09,INV000794,22346,CHILDS GARDEN SPADE PINK,CUST0043,15.18,2
2024-01-09,INV000794,22113,POLKADOT CHARACTER APRON,CUST0043,9.99,2
2024-01-09,INV000866,22611,WOODEN PLAY VET SET,CUST0187,3.76,1
2024-01-09,INV000866,22613,WOODEN PLAY GARDEN SET,CUST0187,14.29,2
2024-01-09,INV000866,85099C,JUMBO BAG PINK POLKADOT,CUST0187,2.58,1
2024-01-09,INV000885,22115,FLORAL CHARACTER APRON,CUST0198,8.37,3
2024-01-09,INV000885,22114,STRIPE CHARACTER APRON,CUST0198,2.9,2
2024-01-09,INV000885,85162C,VINTAGE JOKE PASTIES,CUST0198,11.86,1
2024-01-09,INV000885,84188,BLUE RETROSPOT MUG,CUST0198,20.97,1
2024-01-09,INV000939,84970,PLASTERS IN TIN SPACEGIRL,CUST0163,8.04,1
2024-01-09,INV000975,22470,WOODEN TOY CAR SET,CUST0057,7.22,1
2024-01-09,INV000975,22114,STRIPE CHARACTER APRON,CUST0057,3.21,1
2024-01-09,INV000975,22095,STRIPE CHARACTER PENCIL CASE,CUST0057,21.57,1
2024-01-10,INV000090,21730,GLASS STAR FROSTED T-LIGHT HOLDER,CUST0007,2.67,3
2024-01-10,INV000090,85099C,JUMBO BAG PINK POLKADOT,CUST0007,2.57,4
2024-01-10,INV000090,84187,RED RETROSPOT MUG,CUST0007,13.54,2
2024-01-10,INV000090,22614,WOODEN PLAY TOOL SET,CUST0007,24.6,1
2024-01-10,INV000090,84879,ASSORTED COLOUR BIRD ORNAMENTS,CUST0007,5.57,1
2024-01-10,INV000090,22617,WOODEN PLAY FOOD SET,CUST0007,22.49,1
2024-01-10,INV000341,85123A,WHITE HANGING HEART T-LIGHT HOLDER,CUST0049,9.3,1
2024-01-10,INV000341,22628,SPACEBOY LUNCH BOX,CUST0049,19.41,1
2024-01-10,INV000341,84826,MAGNETIC CALENDAR,CUST0049,9.15,1
2024-01-10,INV000503,22720,BIRTHDAY CANDLES PINK,CUST0074,20.29,1
2024-01-10,INV000503,22619,WOODEN DOLLS HOUSE FURNITURE,CUST0074,14.21,1
2024-01-10,INV000695,21979,PINK HOT WATER BOTTLE,CUST0091,23.18,1
2024-01-10,INV000764,23235,WOODEN STAR FROSTED T-LIGHT HOLDER,CUST0155,21.93,2
2024-01-10,INV000764,22637,CHILDRENS CUTLERY SPACEGIRL,CUST0155,3.89,1
2024-01-10,INV000764,22472,WOODEN TOY BOAT SET,CUST0155,10.22,3
2024-01-10,INV000764,22469,WOODEN TOY TRAIN SET,CUST0155,11.29,2
2024-01-10,INV000764,22618,WOODEN DOLLS HOUSE,CUST0155,5.71,4
2024-01-10,INV000764,22626,LUNCH BAG WOODY BOY DESIGN,CUST0155,4.79,1
2024-01-10,INV000780,22614,WOODEN PLAY TOOL SET,CUST0108,20.87,1
2024-01-10,INV000780,22749,POPPYS PLAYHOUSE HALL SET,CUST0108,22.7,2
2024-01-10,INV000780,22472,WOODEN TOY BOAT SET,CUST0108,9.99,3
2024-01-10,INV000809,22350,CHILDS GARDEN FORK BLUE,CUST0063,4.97,5
2024-01-10,INV000863,22612,WOODEN PLAY DOCTOR SET,CUST0152,25.19,1
2024-01-10,INV000863,85099B,JUMBO BAG RED RETROSPOT,CUST0152,6.46,1
2024-01-10,INV000872,22614,WOODEN PLAY TOOL SET,CUST0124,21.1,2
2024-01-10,INV000872,22469,WOODEN TOY TRAIN SET,CUST0124,11.25,2
2024-01-10,INV000917,84828,MAGNETIC CALENDAR,CUST0030,16.67,5
2024-01-10,INV000917,22746,POPPYS PLAYHOUSE LIVINGROOM SET,CUST0030,19.35,1
2024-01-10,INV000917,22093,RETROSPOT CHARACTER PENCIL CASE,CUST0030,3.05,1
2024-01-10,INV000995,22345,CHILDS GARDEN SPADE BLUE,CUST0178,2.61,1
2024-01-10,INV000995,23087,PACK OF 72 FLORAL CAKE CASES,CUST0178,20.22,1
2024-01-10,INV000995,22611,WOODEN PLAY VET SET,CUST0178,3.32,1
2024-01-11,INV000041,84826,MAGNETIC CALENDAR,CUST0047,9.86,1
2024-01-11,INV000041,22626,LUNCH BAG WOODY BOY DESIGN,CUST0047,4.74,1
2024-01-11,INV000041,85052,CHOCOLATE BAR,CUST0047,20.5,1
2024-01-11,INV000041,23084,PACK OF 72 RETROSPOT CAKE CASES,CUST0047,2.92,1
2024-01-11,INV000041,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,CUST0047,16.31,1
2024-01-11,INV000078,84970,PLASTERS IN TIN SPACEGIRL,CUST0053,7.29,1
2024-01-11,INV000111,85049,CHOCOLATE BAR,CUST0148,22.09,1
2024-01-11,INV000428,22114,STRIPE CHARACTER APRON,CUST0181,2.82,1
2024-01-11,INV000428,22464,YELLOW RETROSPOT MUG,CUST0181,2.11,1
2024-01-11,INV000428,22638,CHILDRENS CUTLERY DOLLY GIRL,CUST0181,18.23,1
2024-01-11,INV000428,22469,WOODEN TOY TRAIN SET,CUST0181,10.31,1
2024-01-11,INV000534,22632,HAND WARMER UNION JACK,CUST0150,9.21,1
2024-01-11,INV000642,22612,WOODEN PLAY DOCTOR SET,CUST0158,21.36,1
2024-01-11,INV000642,22624,LUNCH BAG FLOWER DESIGN,CUST0158,2.25,1
2024-01-11,INV000747,22349,CHILDS GARDEN RAKE PINK,CUST0136,13.99,1
2024-01-11,INV000840,84879,ASSORTED COLOUR BIRD ORNAMENTS,CUST0103,6.07,1
2024-01-11,INV000840,85048,CHOCOLATE BAR,CUST0103,1.62,3
2024-01-11,INV000934,22749,POPPYS PLAYHOUSE HALL SET,CUST0171,21.27,2
2024-01-11,INV000934,85052,CHOCOLATE BAR,CUST0171,19.08,1
